ID_SAP,CLIENTE,FECHA_ALTA,DIRECCIÓN,ENTRE_CALLE_1,ENTRE_CALLE_2,COLONIA,DELEGACION_MUNICIPIO,CODIGO_POSTAL,ESTATUS,ID_VP,MODALIDAD,GEC_SAP,GEC_RTM,_MADUREZ_CTE,Estatus_Cte,CADENA,DESC_CADENA,CANAL_KOF,CANAL_SAP,GRUPO_RM1,GRUPO_RM2,ZONA,REGIÓN,REGIÓN_KOF_CVE,UO,CENTRO,GERENCIA,JEFATURA,CENTRO_SUMINISTRO,CONDICIÓN_EXPEDICIÓN,TIPO_SERVICIO,ID_MULTICENTRO,REPARTO_SAP,TPV,RUTA,FV,L,M,R,J,V,S,RITMO,MÉTODO_VENTA,Latitud Final,Longitud Final,Tipo,Descripción Tipo,EsquemaReparto
580001912,LEON ANTONIOVIGIL GOMEZ,23.03.2020,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,69800,A,SIN VP,NO DATA,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,,,MJBC,4,,NO ASIGNADO,RTID08,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Full Distribuidor
580001913,ALFREDO JOSE SAN JUAN,23.03.2020,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,69800,A,SIN VP,NO DATA,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,,,MJBC,4,,NO ASIGNADO,RTID09,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Full Distribuidor
580001915,GABRIEL ORTIZ GARCIA,23.03.2020,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,69800,A,SIN VP,NO DATA,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,,,MJBC,4,,NO ASIGNADO,RTID11,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Full Distribuidor
580001916,ERICK ALFREDO GUZMAN LEON,23.03.2020,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,69800,A,SIN VP,NO DATA,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,,,MJBC,4,,NO ASIGNADO,RTID12,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Full Distribuidor
580001917,GRISELDA HERRERA GUZMAN,23.03.2020,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,69800,A,SIN VP,NO DATA,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,,,MJBC,4,,NO ASIGNADO,RTID13,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Full Distribuidor
580002544,Roberto Mendoza Velasco,07.03.2022,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,69800,A,SIN VP,CO,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,,,MJBC,4,,NO ASIGNADO,RTI852,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Tradicional
580003300,German Lopez Garcia,15.07.2024,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,69800,A,SIN VP,PR,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,,,MJBC,4,,NO ASIGNADO,RTI857,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Tradicional
580003390,Jesus Reyes Ayala TEMPORAL,22.11.2024,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,69800,A,SIN VP,KG,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,,,MJBC,4,,NO ASIGNADO,RTI854,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Distribuidor Autorizado
580003689,David Aparicio Vidal,30.04.2025,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,69800,A,SIN VP,PR,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,,,MJBC,4,,NO ASIGNADO,RTIW01,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Tradicional
520249591,NETO 665 ZACATEPEC SANTA MARIA,26.10.2020,INSURGENTES 200 200,LUCES DEL CERRO,REVOLUCION,SANTA MARIA ZACATEPEC CENTRO,SANTA MARIA ZACATEPEC,68009,A,60032337.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,9788,TIENDAS NETO,1102,MODERNO,Moderno Home Market,Autoservicio Regional,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI01,TI0,MJBC,4,MA,NO ASIGNADO,RTID08,ZTV,MTV103,M,0,1,0,0,0,0,1.0,3DA,16.765259,-97.990117,TV,Telventa,Full Distribuidor
520249591,NETO 665 ZACATEPEC SANTA MARIA,26.10.2020,INSURGENTES 200 200,LUCES DEL CERRO,REVOLUCION,SANTA MARIA ZACATEPEC CENTRO,SANTA MARIA ZACATEPEC,68009,A,60032337.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,9788,TIENDAS NETO,1102,MODERNO,Moderno Home Market,Autoservicio Regional,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI01,TI0,MJBC,4,MA,NO ASIGNADO,RTID08,ZDD,RTID08,LRV,1,0,1,0,1,0,1.0,3DA,16.765259,-97.990117,,,Full Distribuidor
520249591,NETO 665 ZACATEPEC SANTA MARIA,26.10.2020,INSURGENTES 200 200,LUCES DEL CERRO,REVOLUCION,SANTA MARIA ZACATEPEC CENTRO,SANTA MARIA ZACATEPEC,68009,A,60032337.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,9788,TIENDAS NETO,1102,MODERNO,Moderno Home Market,Autoservicio Regional,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI01,TI0,MJBC,4,MA,NO ASIGNADO,RTID08,ZPV,TI00D1,JS,0,0,0,1,0,1,1.0,3DA,16.765259,-97.990117,,,Full Distribuidor
520327626,NETO 1380 SOL PUTLA,26.09.2023,OAXACA 10,NUEVO LEON,GUERRERO,PUTLA DE GUERRERO CENTRO,PUTLA VILLA DE GUERRERO,71009,A,60032337.0,TA,CUSTOMIZADO,CUSTOMIZADO,,,9788,TIENDAS NETO,1102,MODERNO,Moderno Home Market,Autoservicio Regional,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI01,TI3,MJBC,4,MA,NO ASIGNADO,RTID08,ZTV,MTV103,R,0,0,1,0,0,0,1.0,3DA,17.0254735,-97.9270583,TV,Telventa,Full Distribuidor
520327626,NETO 1380 SOL PUTLA,26.09.2023,OAXACA 10,NUEVO LEON,GUERRERO,PUTLA DE GUERRERO CENTRO,PUTLA VILLA DE GUERRERO,71009,A,60032337.0,TA,CUSTOMIZADO,CUSTOMIZADO,,,9788,TIENDAS NETO,1102,MODERNO,Moderno Home Market,Autoservicio Regional,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI01,TI3,MJBC,4,MA,NO ASIGNADO,RTID08,ZDD,RTID08,S,0,0,0,0,0,1,1.0,3DA,17.0254735,-97.9270583,,,Full Distribuidor
520327626,NETO 1380 SOL PUTLA,26.09.2023,OAXACA 10,NUEVO LEON,GUERRERO,PUTLA DE GUERRERO CENTRO,PUTLA VILLA DE GUERRERO,71009,A,60032337.0,TA,CUSTOMIZADO,CUSTOMIZADO,,,9788,TIENDAS NETO,1102,MODERNO,Moderno Home Market,Autoservicio Regional,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI01,TI3,MJBC,4,MA,NO ASIGNADO,RTID08,ZDY,TIDUM2,NO DATA,0,0,0,0,0,0,1.0,1DA,17.0254735,-97.9270583,,,Full Distribuidor
206087001,UyC DIST PUE HUAJ SN A CHICAH,21.10.2003,CARRETERA TLAXIACO PUTLA S/N,CARRETERA AL CENTRO CHICAHUAXTLA,IGLESIA LA LUZ DEL MUNDO,SAN ANDRES CHICAHUAXTLA, PUTLA VILLA DE GUERRERO,71010,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID01,ZTV,MTV118,L,1,0,0,0,0,0,1.0,1DA,17.1026,-97.8583,TV,Telventa,Full Distribuidor
206087001,UyC DIST PUE HUAJ SN A CHICAH,21.10.2003,CARRETERA TLAXIACO PUTLA S/N,CARRETERA AL CENTRO CHICAHUAXTLA,IGLESIA LA LUZ DEL MUNDO,SAN ANDRES CHICAHUAXTLA, PUTLA VILLA DE GUERRERO,71010,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID01,ZDD,RTID01,LMJVS,1,1,0,1,1,1,1.0,1DA,17.1026,-97.8583,,,Full Distribuidor
206087001,UyC DIST PUE HUAJ SN A CHICAH,21.10.2003,CARRETERA TLAXIACO PUTLA S/N,CARRETERA AL CENTRO CHICAHUAXTLA,IGLESIA LA LUZ DEL MUNDO,SAN ANDRES CHICAHUAXTLA, PUTLA VILLA DE GUERRERO,71010,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID01,ZPV,TID001,L,1,0,0,0,0,0,1.0,1DA,17.1026,-97.8583,Distribuidor,Distribuidor Mayorista,Full Distribuidor
206087002,UyC DIST PUE HUAJ SN JUAN MIXT,13.09.2010,MERCADO 5,IGLESIA CATOLICA,DESCONOCIDO,CENTRO, SAN JUAN MIXTEPEC,69770,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID07,ZTV,MTV118,R,0,0,1,0,0,0,1.0,1DA,17.3092,-97.8322,TV,Telventa,Full Distribuidor
206087002,UyC DIST PUE HUAJ SN JUAN MIXT,13.09.2010,MERCADO 5,IGLESIA CATOLICA,DESCONOCIDO,CENTRO, SAN JUAN MIXTEPEC,69770,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID07,ZDD,RTID07,LMRJVS,1,1,1,1,1,1,1.0,1DA,17.3092,-97.8322,,,Full Distribuidor
206087002,UyC DIST PUE HUAJ SN JUAN MIXT,13.09.2010,MERCADO 5,IGLESIA CATOLICA,DESCONOCIDO,CENTRO, SAN JUAN MIXTEPEC,69770,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID07,ZPV,TID001,R,0,0,1,0,0,0,1.0,1DA,17.3092,-97.8322,Distribuidor,Distribuidor Mayorista,Full Distribuidor
206087003,UyC DIST PUE HUAJ SN P YOSOÑA,21.10.2003,AVENIDA PRINCIPAL S/N,AGENCIA MUNICIPAL,CANCHA MUNICIPAL,SANTO DOMINGO YOSONAMA, SAN JUAN NUMI,69807,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI01,TI0,MJBC,4,MA,NO ASIGNADO,RTID09,ZTV,MTV118,V,0,0,0,0,1,0,1.0,1DA,17.415,-97.7759,TV,Telventa,Full Distribuidor
206087003,UyC DIST PUE HUAJ SN P YOSOÑA,21.10.2003,AVENIDA PRINCIPAL S/N,AGENCIA MUNICIPAL,CANCHA MUNICIPAL,SANTO DOMINGO YOSONAMA, SAN JUAN NUMI,69807,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI01,TI0,MJBC,4,MA,NO ASIGNADO,RTID09,ZDD,RTID09,LMRJVS,1,1,1,1,1,1,1.0,1DA,17.415,-97.7759,,,Full Distribuidor
206087003,UyC DIST PUE HUAJ SN P YOSOÑA,21.10.2003,AVENIDA PRINCIPAL S/N,AGENCIA MUNICIPAL,CANCHA MUNICIPAL,SANTO DOMINGO YOSONAMA, SAN JUAN NUMI,69807,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI01,TI0,MJBC,4,MA,NO ASIGNADO,RTID09,ZPV,TI00D1,V,0,0,0,0,1,0,1.0,1DA,17.415,-97.7759,,,Full Distribuidor
206087006,UyC DIST PUE HUAJ CONS DEL ROS,21.10.2003,ATRÁS DE LA AGENCIA S/N,FRENTE A IGLESIA,DESCONOCIDO,RASTROJO COPALA, SANTIAGO JUXTLAHUACA,69702,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID11,ZTV,MTV118,V,0,0,0,0,1,0,1.0,1DA,17.0598,-97.9722,TV,Telventa,Full Distribuidor
206087006,UyC DIST PUE HUAJ CONS DEL ROS,21.10.2003,ATRÁS DE LA AGENCIA S/N,FRENTE A IGLESIA,DESCONOCIDO,RASTROJO COPALA, SANTIAGO JUXTLAHUACA,69702,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID11,ZDD,RTID11,LMRJVS,1,1,1,1,1,1,1.0,1DA,17.0598,-97.9722,,,Full Distribuidor
206087006,UyC DIST PUE HUAJ CONS DEL ROS,21.10.2003,ATRÁS DE LA AGENCIA S/N,FRENTE A IGLESIA,DESCONOCIDO,RASTROJO COPALA, SANTIAGO JUXTLAHUACA,69702,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID11,ZPV,TID001,V,0,0,0,0,1,0,1.0,1DA,17.0598,-97.9722,Distribuidor,Distribuidor Mayorista,Full Distribuidor
206088001,UyC DIST PUE HUAJ STGO YOSONDÚ,13.09.2010,BENITO JUAREZ SUR 10,NICOLAS REGULES,SOSTENES ROCHA,CENTRO, SANTIAGO YOSONDUA,71180,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID12,ZTV,MTV118,M,0,1,0,0,0,0,1.0,1DA,16.8727,-97.5772,TV,Telventa,Full Distribuidor
206088001,UyC DIST PUE HUAJ STGO YOSONDÚ,13.09.2010,BENITO JUAREZ SUR 10,NICOLAS REGULES,SOSTENES ROCHA,CENTRO, SANTIAGO YOSONDUA,71180,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID12,ZDD,RTID12,LMRJVS,1,1,1,1,1,1,1.0,1DA,16.8727,-97.5772,,,Full Distribuidor
206088001,UyC DIST PUE HUAJ STGO YOSONDÚ,13.09.2010,BENITO JUAREZ SUR 10,NICOLAS REGULES,SOSTENES ROCHA,CENTRO, SANTIAGO YOSONDUA,71180,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID12,ZPV,TID001,M,0,1,0,0,0,0,1.0,1DA,16.8727,-97.5772,Distribuidor,Distribuidor Mayorista,Full Distribuidor
206088002,UyC DIST PUE HUAJ C YUTECOSO,21.10.2003,AVENIDA PRINCIPAL S/N,CLINICA,PLAZUELA MUNICIPAL,YUTECOSO CUAUHTEMOC, SANTA LUCIA MONTEVERDE,71161,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID02,ZTV,MTV118,J,0,0,0,1,0,0,1.0,1DA,16.9333,-97.6821,TV,Telventa,Full Distribuidor
206088002,UyC DIST PUE HUAJ C YUTECOSO,21.10.2003,AVENIDA PRINCIPAL S/N,CLINICA,PLAZUELA MUNICIPAL,YUTECOSO CUAUHTEMOC, SANTA LUCIA MONTEVERDE,71161,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0103,Tlaxiaco,TI02,TID,MJBC,4,MA,NO ASIGNADO,RTID02,ZDD,RTID02,LMRJVS,1,1,1,1,1,1,1.0,1DA,16.9333,-97.6821,,,Full Distribuidor
